Source,Target,Weight,total,NoJobs,SIC,SICsector,Postcode
Northern Ireland,"Newry, Mourne and Down","1,938","3,875",0,32200,Manufacturing,BT34 4JN
Northern Ireland,Antrim and Newtownabbey,"5,556","16,618",0,32990,Manufacturing,BT39 9UF
Northern Ireland,Belfast,"33,176","82,940",2,58190,Information And Communication,BT7 1DQ
Northern Ireland,Causeway Coast and Glens,"6,985","14,649",0,10390,Manufacturing,BT53 7QN
Northern Ireland,Antrim and Newtownabbey,919,"1,838",0,14190,Manufacturing,BT39 0TG
Northern Ireland,Mid Ulster,"15,158","35,410",0,27900,Manufacturing,BT45 7AG
Northern Ireland,Derry City and Strabane,"22,820","61,800",0,43220,Construction,BT78 4ED
Great Britain,Belfast,"6,860","14,000",0,62012,Information And Communication,BT9 6AZ
Northern Ireland,Mid Ulster,"2,400","4,800",0,62010,Information And Communication,BT80 8NP
Northern Ireland,"Newry, Mourne and Down","1,700","3,400",0,72900,Mining And Quarrying,BT31 9JR
Northern Ireland,Lisburn and Castlereagh,"5,000","11,900",0,81229,Administrative And Support Service Activities,BT28 2BP
Great Britain,"Armagh City, Banbridge and Craigavon","46,912","121,860",2,22210,Manufacturing,BT66 8TP
Northern Ireland,Mid Ulster,"22,685","60,174",0,28220,Manufacturing,BT70 1LA
Northern Ireland,Mid Ulster,"2,156","5,390",0,10890,Manufacturing,BT46 5DR
Northern Ireland,Antrim and Newtownabbey,"13,860","19,800",0,10890,Manufacturing,BT41 4LD
Northern Ireland,Mid and East Antrim,"25,000","67,500",0,10130,Manufacturing,BT42 4QJ
Northern Ireland,Derry City and Strabane,"7,546","15,400",0,62012,Information And Communication,BT48 0LY
Northern Ireland,Lisburn and Castlereagh,"4,250","8,500",0,62012,Information And Communication,BT28 2GN
Northern Ireland,Lisburn and Castlereagh,"5,000","11,500",0,62012,Information And Communication,BT28 2GN
Northern Ireland,Lisburn and Castlereagh,"49,438","82,396",0,28250,Manufacturing,BT17 9HU
Northern Ireland,Lisburn and Castlereagh,"11,280","28,200",0,26511,Manufacturing,BT28 2SA
Northern Ireland,Mid Ulster,"19,800","114,051",2,71111,"Professional, Scientific And Technical Activities",BT51 5ST
Northern Ireland,Mid Ulster,"2,813","5,625",0,84110,Public Administration And Defence; Compulsory Social Security,BT80 8PZ
Northern Ireland,Mid Ulster,"45,065","112,663",0,28220,Manufacturing,BT70 1LA
Northern Ireland,"Newry, Mourne and Down","2,000","4,000",0,62010,Information And Communication,
Northern Ireland,"Armagh City, Banbridge and Craigavon","7,717","15,435",0,10890,Manufacturing,BT66 8BY
Northern Ireland,Fermanagh and Omagh,"3,661","7,995",0,79110,Administrative And Support Service Activities,BT74 5JJ
Northern Ireland,Mid Ulster,"3,244","17,913",0,26512,Manufacturing,BT71 6RR
Northern Ireland,Derry City and Strabane,"19,692","49,230",1,26512,Manufacturing,BT48 8SE
Great Britain,Belfast,"14,000","128,000",2,74909,"Professional, Scientific And Technical Activities",BT12 4HQ
Northern Ireland,Mid Ulster,"237,150","527,000",0,71121,"Professional, Scientific And Technical Activities",BT71 5DA
Northern Ireland,Belfast,"9,800","20,000",0,62010,Information And Communication,BT3 9DT
Northern Ireland,Belfast,"21,000","112,000",3,71129,"Professional, Scientific And Technical Activities",BT3 9ED
Northern Ireland,Causeway Coast and Glens,"22,800","57,000",2,86900,Human Health And Social Work Activities,BT51 3RP
Northern Ireland,"Armagh City, Banbridge and Craigavon","12,360","30,900",0,42990,Construction,BT62 3EH
Northern Ireland,Causeway Coast and Glens,"6,000","40,000",0,62012,Information And Communication,BT52 1LB
Japan,Antrim and Newtownabbey,"22,768","56,920",0,22290,Manufacturing,BT36 4PR
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","18,000",2,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"82,419","274,730",0,22290,Manufacturing,BT41 2DU
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","10,000",0,10890,Manufacturing,BT66 8BY
Northern Ireland,"Newry, Mourne and Down","6,000","15,000",0,25990,Manufacturing,BT34 3FN
Northern Ireland,Mid and East Antrim,"5,000","11,160",0,43290,Construction,BT42 1FL
Northern Ireland,Mid Ulster,"5,000","10,000",0,28920,Manufacturing,BT71 7DX
Northern Ireland,Fermanagh and Omagh,"49,856","99,713",0,21200,Manufacturing,BT79 0EU
Northern Ireland,Lisburn and Castlereagh,"12,000","142,000",2,62012,Information And Communication,BT8 8BD
Northern Ireland,Fermanagh and Omagh,"49,370","98,740",0,21200,Manufacturing,BT79 0EU
Northern Ireland,Mid and East Antrim,"3,000","9,000",0,43340,Construction,BT42 1ES
Northern Ireland,Mid and East Antrim,"7,000","36,000",1,43340,Construction,BT42 1ES
Northern Ireland,Ards and North Down,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"9,998","19,996",0,25990,Manufacturing,BT42 3HB
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"1,500","10,000",1,82990,Administrative And Support Service Activities,
Northern Ireland,Causeway Coast and Glens,500,"1,000",0,25620,Manufacturing,BT53 7EX
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,BT38 7SB
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"3,638","7,425",0,31020,Manufacturing,BT44 8SX
Northern Ireland,"Newry, Mourne and Down","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,625,"1,250",0,32990,Manufacturing,BT39 9UF
Northern Ireland,Mid Ulster,"29,400","73,500",1,26301,Manufacturing,BT80 9HG
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"44,200","68,000",0,62010,Information And Communication,
Northern Ireland,"Newry, Mourne and Down",600,"1,200",0,23690,Manufacturing,BT34 3PN
Northern Ireland,Belfast,"6,184","18,592",0,62020,Information And Communication,BT3 9DT
Northern Ireland,Derry City and Strabane,900,"1,800",0,31020,Manufacturing,BT47 3XX
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down",900,"1,800",0,25990,Manufacturing,BT34 3FN
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"6,380","32,950",0,29320,Manufacturing,BT28 2SU
Northern Ireland,Lisburn and Castlereagh,"5,000","32,000",1,29320,Manufacturing,BT28 2SU
Northern Ireland,Fermanagh and Omagh,"5,000","11,800",0,96090,Other Service Activities,BT92 0AD
United States,Belfast,"21,700","62,000",2,62020,Information And Communication,
Northern Ireland,Belfast,"180,917","904,585",0,17219,Manufacturing,BT11 9DT
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"4,470","8,940",0,32990,Manufacturing,BT42 1AY
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"6,000","32,000",0,47510,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"27,000","252,000",9,28920,Manufacturing,BT71 5EG
Northern Ireland,Mid Ulster,"1,959","5,730",0,25110,Manufacturing,BT80 9HZ
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Ards and North Down,"37,200","82,666",0,62012,Information And Communication,BT19 7QT
Northern Ireland,Mid and East Antrim,"49,030","108,956",0,71121,"Professional, Scientific And Technical Activities",BT39 9QW
Northern Ireland,Belfast,"9,500","19,000",0,73110,"Professional, Scientific And Technical Activities",BT2 7GA
Northern Ireland,Mid Ulster,"5,880","12,000",0,93110,"Arts, Entertainment And Recreation",BT70 2BW
Northern Ireland,Mid Ulster,"5,000","10,000",0,23610,Manufacturing,BT41 3SE
Northern Ireland,"Armagh City, Banbridge and Craigavon",620,"1,240",0,16290,Manufacturing,BT32 4PS
Northern Ireland,Derry City and Strabane,"20,000","180,000",4,71129,"Professional, Scientific And Technical Activities",BT48 0NA
Northern Ireland,Derry City and Strabane,"34,000","128,160",1,41202,Construction,BT47 6UQ
Northern Ireland,Mid and East Antrim,"14,700","30,000",0,23620,Manufacturing,BT40 2TJ
Northern Ireland,"Newry, Mourne and Down","2,250","4,500",0,55100,Accommodation And Food Service Activities,BT34 4BH
Northern Ireland,"Newry, Mourne and Down","45,104","112,760",2,63990,Information And Communication,BT34 3FN
Northern Ireland,"Armagh City, Banbridge and Craigavon","13,088","127,720",3,71111,"Professional, Scientific And Technical Activities",BT63 5QD
Northern Ireland,Lisburn and Castlereagh,"5,000","10,000",0,42990,Construction,BT28 2NE
Northern Ireland,Antrim and Newtownabbey,"7,500","18,500",0,43210,Construction,
Northern Ireland,Derry City and Strabane,0,"118,263",4,11050,Manufacturing,BT48 6JW
Northern Ireland,Causeway Coast and Glens,"20,000","20,000",0,10200,Manufacturing,BT54 6RT
Northern Ireland,Derry City and Strabane,"1,040","2,080",0,62010,Information And Communication,BT48 8SE
Northern Ireland,Ards and North Down,"20,000","20,000",0,63990,Information And Communication,
Northern Ireland,Belfast,"35,000","190,000",2,18129,Manufacturing,BT5 6QP
Northern Ireland,Belfast,"10,000","22,500",0,69102,"Professional, Scientific And Technical Activities",BT2 8BG
Northern Ireland,Mid Ulster,"20,000","20,000",0,28302,Manufacturing,BT45 8LQ
Northern Ireland,"Newry, Mourne and Down","20,000","20,000",0,62010,Information And Communication,
Northern Ireland,"Newry, Mourne and Down","20,000","20,000",0,32200,Manufacturing,BT34 4JN
Northern Ireland,,"11,750","23,750",0,10832,Manufacturing,
France,Lisburn and Castlereagh,"247,500","1,650,000",0,29320,Manufacturing,BT17 9HN
Northern Ireland,"Armagh City, Banbridge and Craigavon",900,"1,800",0,22210,Manufacturing,BT63 5WD
Northern Ireland,"Newry, Mourne and Down","20,000","20,000",0,62010,Information And Communication,BT24 8XD
Northern Ireland,Lisburn and Castlereagh,"25,000","77,615",0,71121,"Professional, Scientific And Technical Activities",BT28 2EX
United States,Belfast,"25,000","60,759",0,32500,Manufacturing,BT3 9ED
Northern Ireland,Antrim and Newtownabbey,"8,561","23,205",0,43210,Construction,BT36 4XX
Northern Ireland,Fermanagh and Omagh,"4,793","12,155",0,43910,Construction,BT74 4EB
Northern Ireland,Antrim and Newtownabbey,"15,786","35,920",0,61100,Information And Communication,BT36 4PE
Northern Ireland,Belfast,"2,600","5,200",0,71129,"Professional, Scientific And Technical Activities",BT6 9QT
Northern Ireland,Belfast,"33,108","82,770",0,62020,Information And Communication,BT7 3GQ
Northern Ireland,Belfast,"20,000","20,000",0,62020,Information And Communication,BT1 2LD
Northern Ireland,Derry City and Strabane,"5,733","12,740",0,22290,Manufacturing,BT48 7PT
Northern Ireland,Lisburn and Castlereagh,"12,000","30,000",0,70210,"Professional, Scientific And Technical Activities",BT8 8EH
Northern Ireland,Derry City and Strabane,"1,800","4,000",0,74200,"Professional, Scientific And Technical Activities",BT47 6FA
Northern Ireland,Fermanagh and Omagh,"2,184","4,854",0,82920,Administrative And Support Service Activities,BT78 5LU
Northern Ireland,Antrim and Newtownabbey,"3,294","7,570",0,31010,Manufacturing,BT36 5ZZ
Northern Ireland,Antrim and Newtownabbey,"1,040","2,080",0,32990,Manufacturing,BT39 9UF
Northern Ireland,Belfast,"2,649","23,712",0,18129,Manufacturing,BT3 9RP
Northern Ireland,Ards and North Down,"1,186","2,372",0,82990,Administrative And Support Service Activities,BT21 0DR
Northern Ireland,Derry City and Strabane,"5,000","13,700",0,82990,Administrative And Support Service Activities,BT48 8NA
Great Britain,Lisburn and Castlereagh,"17,921","44,803",0,20411,Manufacturing,BT27 5QB
Northern Ireland,"Armagh City, Banbridge and Craigavon","25,000","83,782",0,43999,Construction,BT62 3EH
Northern Ireland,Causeway Coast and Glens,"5,071","14,689",0,25920,Manufacturing,BT51 5TB
Northern Ireland,Antrim and Newtownabbey,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,255","2,510",0,70229,"Professional, Scientific And Technical Activities",BT63 5QD
Northern Ireland,Belfast,"29,700","54,000",0,59120,Information And Communication,BT1 2FF
Northern Ireland,Belfast,"2,600","5,200",0,25990,Manufacturing,BT3 9DT
Northern Ireland,Antrim and Newtownabbey,"20,000","20,000",0,14190,Manufacturing,BT39 0TG
Northern Ireland,"Newry, Mourne and Down","20,000","20,000",0,62010,Information And Communication,BT35 6QH
Northern Ireland,Lisburn and Castlereagh,"47,340","105,200",0,18129,Manufacturing,BT67 0PN
Northern Ireland,Antrim and Newtownabbey,"50,000","637,600",25,84120,Public Administration And Defence; Compulsory Social Security,BT41 2RU
Northern Ireland,Fermanagh and Omagh,"1,325","2,650",0,22290,Manufacturing,BT94 5PG
Northern Ireland,Antrim and Newtownabbey,"9,800","20,000",0,69109,"Professional, Scientific And Technical Activities",BT41 1DN
Northern Ireland,Belfast,"2,214","6,120",0,82990,Administrative And Support Service Activities,BT5 5DY
Northern Ireland,Mid Ulster,"49,000","368,000",10,93110,"Arts, Entertainment And Recreation",BT70 2BW
Northern Ireland,Belfast,"25,224","81,060",2,62020,Information And Communication,BT1 2LD
Northern Ireland,Mid Ulster,"20,000","20,000",0,16290,Manufacturing,BT71 6HZ
Northern Ireland,Fermanagh and Omagh,"2,160","4,800",0,55100,Accommodation And Food Service Activities,BT70 2DX
Northern Ireland,Fermanagh and Omagh,"13,080","32,700",0,28920,Manufacturing,BT79 9HW
Northern Ireland,Antrim and Newtownabbey,"78,000","315,000",1,46450,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT39 0RA
Northern Ireland,Fermanagh and Omagh,"25,000","160,000",5,28920,Manufacturing,BT79 9HW
Northern Ireland,Belfast,"25,448","73,520",0,62012,Information And Communication,BT3 9JU
Northern Ireland,"Newry, Mourne and Down","5,200","10,400",0,28220,Manufacturing,BT35 6QH
Northern Ireland,Belfast,"22,750","130,000",2,62012,Information And Communication,BT3 9JU
Northern Ireland,"Armagh City, Banbridge and Craigavon","35,000","80,500",5,46240,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT62 3LD
Northern Ireland,Causeway Coast and Glens,"1,060","2,119",0,36000,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT52 2NS
Northern Ireland,Mid Ulster,"5,000","12,693",0,29320,Manufacturing,
Northern Ireland,Causeway Coast and Glens,"20,000","20,000",0,63990,Information And Communication,BT48 7EL
Northern Ireland,Mid Ulster,"1,725","3,450",0,26512,Manufacturing,BT80 9HJ
Northern Ireland,Antrim and Newtownabbey,"41,150","82,300",0,62010,Information And Communication,BT37 0AW
Northern Ireland,Mid Ulster,"14,651","29,900",0,32990,Manufacturing,BT80 9LU
Northern Ireland,Ards and North Down,"90,000","405,000",3,18129,Manufacturing,BT23 7SU
Northern Ireland,Lisburn and Castlereagh,"8,000","80,000",4,49390,Transportation And Storage,BT28 1TH
Northern Ireland,Mid Ulster,"5,000","10,000",0,28920,Manufacturing,BT70 1LH
Northern Ireland,Mid Ulster,"13,204","33,010",0,20301,Manufacturing,BT80 9HG
Northern Ireland,"Armagh City, Banbridge and Craigavon","79,200","198,000",2,23700,Manufacturing,BT61 7NP
Northern Ireland,Antrim and Newtownabbey,"7,607","25,043",0,23630,Manufacturing,BT37 0UZ
Northern Ireland,Lisburn and Castlereagh,"7,631","11,740",0,62020,Information And Communication,BT8 8BZ
Northern Ireland,Derry City and Strabane,"1,675","3,350",0,25620,Manufacturing,BT47 6SZ
Northern Ireland,Ards and North Down,"33,000","110,000",0,10130,Manufacturing,BT19 7QZ
Northern Ireland,Lisburn and Castlereagh,"2,000","20,000",1,82990,Administrative And Support Service Activities,BT28 1QJ
Northern Ireland,Mid Ulster,"37,320","200,800",5,28920,Manufacturing,BT70 3LH
Northern Ireland,Belfast,"10,000","25,000",1,96090,Other Service Activities,BT9 5JQ
Northern Ireland,Belfast,"15,000","30,800",0,70229,"Professional, Scientific And Technical Activities",BT1 3LG
Northern Ireland,"Armagh City, Banbridge and Craigavon","14,445","34,750",0,43999,Construction,BT63 5QD
Irish Republic,Lisburn and Castlereagh,"7,886","24,217",0,28920,Manufacturing,BT28 2EX
Great Britain,Belfast,"1,000,000","6,116,392",250,78100,Administrative And Support Service Activities,BT2 7AQ
Great Britain,Mid and East Antrim,"220,000","1,000,068",22,71129,"Professional, Scientific And Technical Activities",BT42 4QJ
Northern Ireland,"Armagh City, Banbridge and Craigavon","8,000","20,000",0,62020,Information And Communication,
Northern Ireland,Belfast,"11,973","28,350",0,25610,Manufacturing,BT6 9HU
Northern Ireland,Ards and North Down,"20,000","20,000",0,62010,Information And Communication,
Northern Ireland,Lisburn and Castlereagh,"20,000","20,000",0,62020,Information And Communication,BT6 8DD
Northern Ireland,"Armagh City, Banbridge and Craigavon","6,400","16,000",0,13923,Manufacturing,BT32 4QU
Northern Ireland,Causeway Coast and Glens,"163,600","2,672,500",39,31020,Manufacturing,BT44 8SX
Northern Ireland,Mid Ulster,"4,608","12,205",0,31020,Manufacturing,BT70 2BY
Northern Ireland,Antrim and Newtownabbey,"245,000","2,322,661",25,62010,Information And Communication,BT41 2RU
Northern Ireland,Fermanagh and Omagh,"22,492","79,490",3,71200,"Professional, Scientific And Technical Activities",BT92 3DA
Northern Ireland,Belfast,"94,700","318,050",2,62012,Information And Communication,BT4 3JF
Northern Ireland,"Newry, Mourne and Down","4,000","10,000",0,14132,Manufacturing,BT30 9QT
Northern Ireland,Belfast,"3,637","14,589",0,31010,Manufacturing,BT3 9LA
Irish Republic,"Armagh City, Banbridge and Craigavon","45,185","194,902",0,22290,Manufacturing,BT63 5LE
Northern Ireland,"Newry, Mourne and Down","32,016","80,160",2,43220,Construction,BT31 9HH
Northern Ireland,Belfast,"20,000","20,000",0,82990,Administrative And Support Service Activities,BT5 5DY
Northern Ireland,Belfast,"7,000","33,000",1,82990,Administrative And Support Service Activities,BT12 5DR
Northern Ireland,Belfast,"14,700","30,000",0,18129,Manufacturing,BT3 9JP
Northern Ireland,Causeway Coast and Glens,"48,280","120,700",2,43210,Construction,BT53 6LE
Northern Ireland,Mid Ulster,"11,154","24,786",0,71129,"Professional, Scientific And Technical Activities",BT80 9LU
Northern Ireland,"Newry, Mourne and Down","3,280","8,200",0,79120,Administrative And Support Service Activities,BT30 6LZ
Northern Ireland,"Newry, Mourne and Down","8,820","18,000",0,25120,Manufacturing,BT31 9AD
Northern Ireland,Fermanagh and Omagh,"2,000","6,000",0,55100,Accommodation And Food Service Activities,BT94 1NY
Northern Ireland,Mid Ulster,"3,200","8,000",0,46342,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,"Armagh City, Banbridge and Craigavon","3,190","6,380",0,30990,Manufacturing,BT61 8BL
Northern Ireland,Antrim and Newtownabbey,"1,588","3,529",0,14190,Manufacturing,BT39 0TG
Northern Ireland,Belfast,"2,573","5,146",0,62010,Information And Communication,BT4 2GU
Northern Ireland,"Newry, Mourne and Down","49,680","72,000",0,62020,Information And Communication,BT34 1BA
Northern Ireland,Mid and East Antrim,"78,067","201,971",0,25620,Manufacturing,BT42 3HB
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"5,000","10,000",0,25110,Manufacturing,BT17 9HY
Northern Ireland,"Newry, Mourne and Down","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","20,000",2,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"10,000","20,000",0,66190,Financial And Insurance Activities,BT1 6EA
Northern Ireland,Belfast,"57,000","686,000",19,82200,Administrative And Support Service Activities,BT3 9ED
Northern Ireland,Fermanagh and Omagh,"1,798","4,520",0,10920,Manufacturing,BT79 7TJ
Northern Ireland,Ards and North Down,"4,800","12,000",0,82990,Administrative And Support Service Activities,BT20 4LE
Northern Ireland,Belfast,"20,000","20,000",0,62010,Information And Communication,BT8 8LE
Northern Ireland,Mid Ulster,"49,000","236,000",7,71129,"Professional, Scientific And Technical Activities",BT45 8ND
Northern Ireland,Belfast,"20,000","20,000",0,47990,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT3 9DT
Northern Ireland,Lisburn and Castlereagh,"35,000","188,264",5,82920,Administrative And Support Service Activities,BT27 5LP
Northern Ireland,Belfast,"20,000","20,000",0,62020,Information And Communication,BT8 7JB
Northern Ireland,Mid Ulster,"2,950","5,900",0,41201,Construction,BT71 4QD
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"35,000","185,000",5,41202,Construction,BT47 6UQ
Northern Ireland,Belfast,"33,836","94,590",2,55100,Accommodation And Food Service Activities,BT9 6DY
Northern Ireland,Causeway Coast and Glens,"25,000","61,800",0,25620,Manufacturing,BT51 5TE
Northern Ireland,Mid and East Antrim,"10,000","30,800",0,25120,Manufacturing,BT42 3AZ
Northern Ireland,"Newry, Mourne and Down","2,981","8,428",0,10120,Manufacturing,BT30 6ED
Northern Ireland,"Newry, Mourne and Down","4,212","9,360",0,25620,Manufacturing,BT35 6JR
Northern Ireland,Ards and North Down,"14,000","72,000",2,73110,"Professional, Scientific And Technical Activities",
Northern Ireland,Lisburn and Castlereagh,"2,738","5,475",0,22290,Manufacturing,BT28 3HH
United States,Belfast,"245,000","2,921,520",35,62012,Information And Communication,BT2 8HD
Northern Ireland,Causeway Coast and Glens,"20,000","20,000",0,62020,Information And Communication,BT55 7SW
Northern Ireland,Ards and North Down,"20,000","20,000",0,10890,Manufacturing,
Northern Ireland,Lisburn and Castlereagh,"8,561","19,955",0,18121,Manufacturing,BT23 6BL
Northern Ireland,"Armagh City, Banbridge and Craigavon","5,000","10,922",0,28302,Manufacturing,BT60 2BL
Northern Ireland,Causeway Coast and Glens,"15,163","36,770",0,43210,Construction,BT53 6LE
United States,Derry City and Strabane,"142,787","1,048,902",0,82200,Administrative And Support Service Activities,BT48 0JB
Northern Ireland,Causeway Coast and Glens,"10,000","22,772",0,29202,Manufacturing,BT46 5QZ
Northern Ireland,Derry City and Strabane,"1,843","4,095",0,71129,"Professional, Scientific And Technical Activities",BT47 3YT
United States,Derry City and Strabane,"1,431,234","10,111,974",333,82200,Administrative And Support Service Activities,BT48 0JB
Northern Ireland,"Armagh City, Banbridge and Craigavon","10,000","70,000",2,22210,Manufacturing,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,BT4 1FE
Northern Ireland,Belfast,"1,000","9,000",1,47290,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
